House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
18,Wells Lane,Lawrence,Field,13,Son,NA,Male,Student,None,NA
18,Wells Lane,Allan,Field,9,Son,NA,Male,Student,None,NA
18,Wells Lane,Sean,Field,7,Son,NA,Male,Student,None,NA
18,Wells Lane,Stuart,Field,3,Son,NA,Male,Child,None,NA
18,Wells Lane,Linda,Hancock,25,Lodger,Single,Female,Unemployed,None,None
18,Wells Lane,Kyle,Iqbal,30,Visitor,Single,Male,Physiotherapist,None,None
19,Wells Lane,Jennifer,Thomas,37,Head,Married,Female,Unemployed,None,Christian
19,Wells Lane,Gerald,Thomas,43,Husband,Married,Male,Furniture designer,None,Christian
19,Wells Lane,Mohammed,Thomas,16,Son,NA,Male,Student,None,NA
20,Wells Lane,Jason,Morris,46,Head,Single,Male,Water quality scientist,None,None
20,Wells Lane,Yvonne,Hamilton,11,Step-Daughter,NA,Female,Student,None,NA
20,Wells Lane,Alexander,Davis-Hamilton,11,Step-Son,NA,Male,Student,None,NA
20,Wells Lane,Georgina,Davis-Hamilton,9,Step-Daughter,NA,Female,Student,None,NA
20,Wells Lane,Leah,Davis-Hamilton,5,Step-Daughter,NA,Female,Student,None,NA
1,Causeway Track,Kelly,Green,41,Head,Divorced,Female,Unemployed,None,Catholic
1,Causeway Track,Mohammad,Green,7,Son,NA,Male,Student,None,NA
1,Causeway Track,Karl,Russell,42,Lodger,Single,Male,Network engineer,None,Christian
1,Causeway Track,Lynne,Sanderson,63,Lodger,Divorced,Female,"Research officer, trade union",None,Christian
1,Causeway Track,Charlene,Turner,20,Lodger,Single,Female,University Student,None,None
1,Causeway Track,Georgina,Schofield,32,Lodger,Divorced,Female,Statistician,None,None
1,Causeway Track,Brian,Gibson,36,Lodger,Single,Male,Naval architect,None,Methodist
1,Causeway Track,Brenda,Young,30,Lodger,Single,Female,Drilling engineer,None,Catholic
1,Causeway Track,Leon,Miles,49,Lodger,Single,Male,Sub,None,Methodist
1,Causeway Track,Lynn,Harrison,27,Lodger,Divorced,Female,Community arts worker,None,None
1,Causeway Track,Reece,King,54,Lodger,Single,Male,Energy manager,None,Methodist
1,Causeway Track,Clifford,Henderson,40,Lodger,Single,Male,Industrial/product designer,None,Catholic
1,Causeway Track,Jonathan,Kemp,25,Cousin,Single,Male,Government social research officer,None,Catholic
1,Causeway Track,Lynn,Marsh,57,Lodger,Single,Female,Cytogeneticist,None,None
1,Causeway Track,Paul,Taylor,32,Lodger,Single,Male,Illustrator,None,Catholic
1,Causeway Track,Bryan,Brown,45,Lodger,Divorced,Male,Landscape architect,None,None
1,Causeway Track,Emily,Palmer,58,Lodger,Divorced,Female,Unemployed,None,Christian
2,Causeway Track,Dawn,Duncan,52,Head,Single,Female,Logistics and distribution manager,None,Christian
2,Causeway Track,Holly,Lloyd,50,None,Single,Female,Herpetologist,None,Christian
2,Causeway Track,Ronald,Hayes,56,None,Single,Male,"Civil engineer, consulting",None,Christian
2,Causeway Track,Martyn,Johnson,58,None,Single,Male,Print production planner,None,Christian
2,Causeway Track,Natalie,Stokes,23,None,Single,Female,Consulting civil engineer,None,None
3,Causeway Track,Sara,Knight,55,Head,Divorced,Female,Industrial buyer,None,None
3,Causeway Track,Nathan,Knight,24,Son,Single,Male, ,None,None
3,Causeway Track,Gail,Knight,22,Daughter,Divorced,Female,University Student,None,None
3,Causeway Track,Gerald,Knight,21,Son,Divorced,Male,University Student,None,None
3,Causeway Track,Sylvia,Knight,17,Daughter,NA,Female,Student,None,NA
3,Causeway Track,Justin,Knight,13,Son,NA,Male,Student,None,NA
3,Causeway Track,Michelle,Knight,8,Daughter,NA,Female,Student,None,NA
4,Causeway Track,Russell,Flynn,43,Head,Single,Male,Charity fundraiser,None,Catholic
4,Causeway Track,Alan,George,48,None,Single,Male,Archaeologist,None,Christian
4,Causeway Track,Brenda,O'Neill,21,None,Single,Female,University Student,None,None
4,Causeway Track,Maureen,Goodwin,59,None,Single,Female,"Designer, interior/spatial",None,Christian
4,Causeway Track,Kayleigh,Smith,46,None,Single,Female,Astronomer,None,None
5,Causeway Track,Ashleigh,Fletcher,40,Head,Single,Female,Furniture conservator/restorer,None,None
6,Causeway Track,Jessica,Cook,43,Head,Single,Female,Unemployed,None,None
6,Causeway Track,Howard,Cook,11,Son,NA,Male,Student,None,NA
6,Causeway Track,Ian,Cook,8,Son,NA,Male,Student,None,NA
6,Causeway Track,Glen,Cook,1,Son,NA,Male,Child,None,NA
6,Causeway Track,Clifford,Willis,59,Lodger,Single,Male,"Designer, textile",None,Christian
7,Causeway Track,Debra,Bennett,42,Head,Married,Female,Medical laboratory scientific officer,None,None
7,Causeway Track,Damien,Bennett,44,Husband,Married,Male,Fisheries officer,None,None
7,Causeway Track,Philip,Bennett,16,Son,NA,Male,Student,None,NA
7,Causeway Track,Rachel,Williams-Bennett,13,Daughter,NA,Female,Student,None,NA
8,Causeway Track,James,Jones,42,Head,Single,Male,Aid worker,None,None
8,Causeway Track,Barbara,Edwards,27,None,Single,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Christian
8,Causeway Track,Sophie,Dyer,24,None,Single,Female,Horticultural consultant,None,Catholic
8,Causeway Track,Nathan,Morton,39,None,Single,Male,Corporate treasurer,None,Catholic
8,Causeway Track,Carolyn,Turner,42,None,Single,Female,Ceramics designer,None,Methodist
1,Upland Street,Rosemary,Francis,72,Head,Married,Female,Retired Hydrogeologist,None,Christian
1,Upland Street,Lewis,Francis,71,Husband,Married,Male,Retired Nutritional therapist,None,Christian
1,Upland Street,Gail,Francis,49,Daughter,Divorced,Female,"Engineer, broadcasting (operations)",None,Christian
1,Upland Street,Joan,Francis,46,Daughter,Single,Female,Sports administrator,None,Christian
1,Upland Street,Eric,Francis,42,Son,Single,Male,Materials engineer,None,None
2,Upland Street,Jemma,Saunders,78,Head,Widowed,Female,Unemployed,None,Christian
2,Upland Street,Leanne,Miah-Saunders,39,Daughter,Single,Female,Set designer,None,Christian
2,Upland Street,Molly,Patel,37,Daughter,Single,Female,"Buyer, industrial",None,None
2,Upland Street,Frances,Patel,37,Daughter,Single,Female,Public affairs consultant,None,Christian
2,Upland Street,Chelsea,Patel,33,Daughter,Single,Female,Contracting civil engineer,None,Christian
3,Upland Street,Jake,Owens,102,Head,Widowed,Male,Retired Seismic interpreter,None,Christian
4,Upland Street,Abigail,White,65,Head,Married,Female,"Teacher, music",None,Christian
4,Upland Street,Luke,White,70,Husband,Married,Male,Retired Speech and language therapist,None,Christian
4,Upland Street,Marilyn,White,30,Daughter,Single,Female,Lawyer,None,Christian
4,Upland Street,Amy,White,28,Daughter,Single,Female,Water engineer,None,Methodist
4,Upland Street,Harriet,White,8,Daughter,NA,Female,Student,None,NA
5,Upland Street,Tony,Pollard,32,Head,Single,Male,Ophthalmologist,None,None
5,Upland Street,Malcolm,Jones,35,None,Single,Male,Private music teacher,None,Methodist
5,Upland Street,Patrick,Gray,57,None,Single,Male,"Geologist, engineering",None,Christian
5,Upland Street,Sophie,Woods,63,None,Single,Female,Consulting civil engineer,None,None
5,Upland Street,Margaret,Sutton,22,None,Single,Female,University Student,None,None
6,Upland Street,Sylvia,Shah,43,Head,Married,Female,"Engineer, agricultural",None,None
6,Upland Street,Philip,Shah,43,Husband,Married,Male,"Administrator, local government",None,None
6,Upland Street,Vincent,Shah,13,Son,NA,Male,Student,None,NA
6,Upland Street,Georgina,Shah,12,Daughter,NA,Female,Student, ,NA
6,Upland Street,Robert,Shah,11,Son,NA,Male,Student,None,NA
7,Upland Street,Alison,Russell,67,Head,Married,Female,Podiatrist,None,Methodist
7,Upland Street,Jack,Russell,68,Husband,Married,Male,Retired Consulting civil engineer,None,None
7,Upland Street,Karen,Russell,41,Daughter,Divorced,Female,Copy,None,Methodist
7,Upland Street,Damian,Russell,38,Son,Single,Male,Architect,None,Methodist
7,Upland Street,Lynda,Russell,35,Daughter,Single,Female,Nutritional therapist,None,None
7,Upland Street,Lynn,Russell,32,Daughter,Single,Female,Unemployed,None,Methodist
7,Upland Street,Joshua,Russell,31,Son,Single,Male,"Administrator, charities/voluntary organisations",None,Methodist
7,Upland Street,Gemma,Russell,31,Daughter,Single,Female,"Civil engineer, contracting",None,Methodist
7,Upland Street,Emma,Russell,28,Daughter,Single,Female,"Designer, television/film set",None,Methodist
7,Upland Street,Michael,Richards-Russell,25,Son,Single,Male,Biomedical engineer,None,Methodist
8,Upland Street,Joan,Sharp,50,Head,Married,Female,Higher education lecturer,None,Catholic
8,Upland Street,Neil,Sharp,51,Husband,Married,Male,Contracting civil engineer,None,None
8,Upland Street,Elizabeth,Sharp,21,Daughter,Single,Female,Charity officer,None,Catholic
8,Upland Street,Debra,Sharp,18,Daughter,Divorced,Female,Student,None,None
8,Upland Street,Stuart,Sharp,15,Son,NA,Male,Student,None,NA
8,Upland Street,Rebecca,Day-Sharp,15,Daughter,NA,Female,Student,None,NA
8,Upland Street,Elizabeth,Day-Sharp,12,Daughter,NA,Female,Student,None,NA
8,Upland Street,Brett,Day-Sharp,11,Son,NA,Male,Student,None,NA
8,Upland Street,Carly,Day-Sharp,8,Daughter,NA,Female,Student,None,NA
8,Upland Street,Susan,Day-Sharp,5,Daughter,NA,Female,Student,None,NA
8,Upland Street,Christian,Day-Sharp,2,Son,NA,Male,Child,None,NA
8,Upland Street,Max,Day-Sharp,1,Son,NA,Male,Child,None,NA
9,Upland Street,Joanna,Thomas,30,Head,Married,Female,Higher education careers adviser,None,None
9,Upland Street,Benjamin,Thomas,34,Husband,Married,Male,"Engineer, automotive",None,Methodist
9,Upland Street,Bernard,Thomas,12,Son,NA,Male,Student,None,NA
10,Upland Street,Louise,Harris,29,Head,Married,Female,Politician's assistant,None,None
10,Upland Street,Roger,Harris,31,Husband,Married,Male,Radio producer,None,None
10,Upland Street,Bryan,Harris,0,Son,NA,Male,Child,None,NA
10,Upland Street,Suzanne,Mistry,56,Lodger,Divorced,Female,Barrister's clerk,None,Muslim
10,Upland Street,Lawrence,Clarke,53,Lodger,Single,Male,"Designer, interior/spatial",None,Christian
10,Upland Street,Stanley,Kirk,50,Lodger,Single,Male,Quantity surveyor,None,Catholic
11,Upland Street,Derek,Law,65,Head,Married,Male,Chemical engineer,None,Catholic
11,Upland Street,Lauren,Law,57,Wife,Married,Female,Special effects artist,None,None
11,Upland Street,Toby,Hill,13,Grandson,NA,Male,Student,None,NA
11,Upland Street,Elliot,Allen,12,Grandson,NA,Male,Student,None,NA
11,Upland Street,Michelle,Allen,9,Granddaughter,NA,Female,Student,None,NA
12,Upland Street,Joan,Barrett,65,Head,Married,Female,Clothing/textile technologist,None,Christian
12,Upland Street,Julian,Talbot,71,Husband,Married,Male,Retired Best boy,None,Christian
12,Upland Street,Robin,Barrett,29,Son,Single,Male,Hydrographic surveyor,None,None
12,Upland Street,Barry,Barrett,28,Son,Divorced,Male,Careers information officer,None,None
12,Upland Street,Jessica,Barrett,0,Daughter,NA,Female,Child,None,NA
13,Upland Street,Jemma,Thomson,64,Head,Married,Female,Print production planner,None,None
13,Upland Street,Roy,Allan,68,Husband,Married,Male,Retired Trade union research officer,None,None
13,Upland Street,Gordon,Jones,14,Grandson,NA,Male,Student,None,NA
13,Upland Street,Carolyn,Jones,11,Granddaughter,NA,Female,Student,None,NA
13,Upland Street,Jack,Jones,10,Grandson,NA,Male,Student,None,NA
14,Upland Street,Kim,Reed,40,Head,Single,Female,Firefighter,None,None
14,Upland Street,Abdul,Jones,62,None,Divorced,Male,Information systems manager,None,Christian
14,Upland Street,Aimee,Graham,22,None,Single,Female,University Student,None,Catholic
14,Upland Street,Kimberley,James,50,None,Single,Female,Careers adviser,None,Catholic
14,Upland Street,Rhys,Davies,49,None,Single,Male,Unemployed,None,Catholic
15,Upland Street,Marilyn,Rahman,65,Head,Single,Female,Fitness centre manager,None,None
15,Upland Street,Ben,Curtis,63,Partner,Single,Male,Estate agent, ,None
15,Upland Street,Sam,Rahman,31,Son,Single,Male,Lawyer,None,None
15,Upland Street,Joanna,Rahman,27,Daughter,Single,Female,Fish farm manager,None,None
15,Upland Street,Clive,Rahman,3,Son,NA,Male,Child,None,NA
16,Upland Street,Kate,White,52,Head,Married,Female,Water quality scientist,None,Catholic
16,Upland Street,Howard,White,54,Husband,Married,Male,Aeronautical engineer,None,None
16,Upland Street,Kayleigh,White,21,Daughter,Divorced,Female,University Student,None,Catholic
16,Upland Street,Nigel,White,20,Son,Single,Male,Environmental education officer,None,None
16,Upland Street,William,White,19,Son,Divorced,M,Herpetologist,None,None
16,Upland Street,Amelia,White,15,Daughter,NA,Female,Student,None,NA
16,Upland Street,Andrew,White,12,Son,NA,Male,Student,None,NA
16,Upland Street,Douglas,White,12,Son,NA,Male,Student,None,NA
16,Upland Street,Peter,White,7,Son,NA,Male,Student,None,NA
16,Upland Street,Jean,White,3,Daughter,NA,Female,Child,None,NA
16,Upland Street,Robin,Hilton,49,Lodger,Single,Male,Ophthalmologist,None,Christian
16,Upland Street,Samantha,Davis,24,Lodger,Single,Female,Ship broker,None,Christian
17,Upland Street,Samantha,Nelson,37,Head,Married,Female,Licensed conveyancer,None,None
17,Upland Street,Alexander,Nelson,39,Husband,Married,Male,"Therapist, speech and language",None,None
17,Upland Street,Leon,Nelson,4,Son,NA,Male,Child,None,NA
17,Upland Street,Ronald,Yates,53,Lodger,Single,Male,Field seismologist,None,Christian
17,Upland Street,Graham,Davis,63,Lodger,Single,Male,Computer games developer,None,Christian
17,Upland Street,Sheila,Cole,32,Lodger,Divorced,Female,"Psychologist, occupational",None,None
18,Upland Street,Dean,George,71,Head,Widowed,Male,Retired Chief Operating Officer,None,Christian
18,Upland Street,Lynne,George,34,Daughter,Single,Female,Oncologist,None,Christian
18,Upland Street,Karen,George,30,Daughter,Single,Female,"Conservator, furniture",None,Christian
18,Upland Street,Aimee,Walker-George,24,Daughter,Divorced,Female,"Engineer, maintenance (IT)",None,Christian
18,Upland Street,Gillian,Walker-George,20,Daughter,Single,Female,University Student,None,None
19,Upland Street,Michael,Randall,69,Head,Widowed,Male,Retired Cabin crew,None,Catholic
20,Upland Street,Elaine,White,71,Head,Divorced,Female,Retired Youth worker,None,Christian
21,Upland Street,Charlene,Davies,58,Head,Single,Female,"Chemist, analytical",None,Christian
21,Upland Street,Simon,Wallace,62,Partner,Single,Male,Haematologist,None,Christian
21,Upland Street,Karen,Davies,28,Daughter,Single,Female,"Research officer, government",None,Christian
21,Upland Street,Helen,Davies,25,Daughter,Divorced,Female,Research scientist (maths),None,Christian
21,Upland Street,Dorothy,Davies,22,Daughter,Divorced,Female,University Student,None,Christian
21,Upland Street,Michelle,Davies,19,Daughter,Divorced,Female,University Student,None,None
21,Upland Street,Sam,Davies,15,Son,NA,Male,Student,None,NA
21,Upland Street,Kenneth,Davies,12,Son,NA,Male,Student,None,NA
21,Upland Street,Barbara,Davies,9,Daughter,NA,Female,Student,None,NA
21,Upland Street,Kimberley,Davies,8,Daughter,NA,Female,Student,None,NA
21,Upland Street,Matthew,Davies,8,Son,NA,Male,Student,None,NA
22,Upland Street,Frances,Martin,35,Head,Single,Female,Unemployed,None,None
22,Upland Street,Victoria,Martin,8,Daughter,NA,Female,Student,None,NA
22,Upland Street,Jack,Martin,6,Son,NA,Male,Student,None,NA
22,Upland Street,Benjamin,Martin,3,Son,NA,Male,Child,None,NA
22,Upland Street,Gerald,Phillips,56,Lodger,Single,Male,Podiatrist,None,None
23,Upland Street,Beth,Duncan,86,Head,Married,female,"Retired Social research officer, government",None,Catholic
23,Upland Street,Adam,Duncan,85,Husband,Married,Male,"Retired Administrator, local government",None,Catholic
23,Upland Street,Irene,Duncan,41,Daughter,Single,Female,"Lecturer, higher education",None,None
23,Upland Street,Arthur,Duncan,38,Son,Single,Male,Camera operator,None,Catholic
23,Upland Street,Martin,Duncan,35,Son,Single,Male,"Engineer, biomedical",None,Catholic
23,Upland Street,Sean,Hayes-Duncan,35,Son,Single,Male,Field trials officer,None,None
23,Upland Street,Sian,Hayes-Duncan,33,Daughter,Single,Female,Energy manager,None,None
24,Upland Street,Jessica,Hargreaves,60,Head,Married,Female,Furniture conservator/restorer,None,None
24,Upland Street,Reece,Hargreaves,65,Husband,Married,Male,Financial planner,None,None
24,Upland Street,Heather,Hargreaves,31,Daughter,Single,Female,Unemployed,None,None
24,Upland Street,Scott,Hargreaves,30,Son,Divorced,Male,Media buyer,None,None
25,Upland Street,Molly,Fitzgerald,55,Head,Single,Female,Unemployed,None,None
25,Upland Street,Joshua,Fitzgerald,12,Son,NA,Male,Student,None,NA
25,Upland Street,Lorraine,Fitzgerald,12,Daughter,NA,Female,Student,None,NA
25,Upland Street,Lydia,Fitzgerald,9,Daughter,NA,Female,Student,None,NA
25,Upland Street,Alison,Fitzgerald,8,Daughter,NA,Female,Student,None,NA
26,Upland Street,Claire,Young,54,Head,Single,Female,Insurance broker,None,Catholic
26,Upland Street,Mohammed,Evans,57,Partner,Single,Male,Environmental education officer,None,None
26,Upland Street,Chelsea,Young,13,Daughter,NA,Female,Student,None,NA
26,Upland Street,Scott,Young,9,Son,NA,Male,Student,None,NA
26,Upland Street,Margaret,Young,8,Daughter,NA,Female,Student,None,NA
27,Upland Street,Beverley,Rose,33,Head,Married,Female,"Scientist, physiological",None,Catholic
27,Upland Street,Kieran,Rose,35,Husband,Married,Male,Public librarian,None,None
27,Upland Street,Carl,Rose,6,Son,NA,Male,Student,None,NA
27,Upland Street,Stephen,Rose,0,Son,NA,Male,Child,None,NA
27,Upland Street,Lynda,Williams,44,Lodger,Single,Female,"Therapist, nutritional",None,Christian
28,Upland Street,Diana,Robinson,36,Head,Married,Female,"Therapist, horticultural",None,None
28,Upland Street,Dean,Robinson,35,Husband,Married,Male,Colour technologist,None,None
28,Upland Street,Rosie,Robinson,4,Daughter,NA,Female,Child,None,NA
28,Upland Street,Debra,Andrews,41,Lodger,Single,Female,Higher education lecturer,None,None
28,Upland Street,Pauline,Webb,62,Lodger,Single,Female,Office manager,None,None
29,Upland Street,Katie,Lee,32,Head,Single,Female,"Administrator, arts",None,None
29,Upland Street,Sean,Lee,9,Son,NA,Male,Student,None,NA
29,Upland Street,Janet,Lee,9,Daughter,NA,Female,Student,None,NA
29,Upland Street,Michelle,Lee,8,Daughter,NA,Female,Student,None,NA
29,Upland Street,Victoria,Page,23,Lodger,Divorced,Female,Research scientist (maths),None,None
